Id,text
5751,"New Spanish government keeping its nuclear and joining growing EU chorus for nuclear to be part of net-zero plans could shift EU policy making, especially post-European elections next year. Also means EU and US need to get alternative to Russian fuel ASAP https://t.co/Rt0CSTykg8"
5752,"It will be a policy of my government to reverse the planned decommissioning and extend the life of our #NuclearPower plants,â PP leader Alberto Nunez Feijoo said on Monday in Barcelona.
https://t.co/sr8OeoBYDL"
5753,@McFaul Explosives planted at nuclear power plant in a good insurance policy
5754,"@energybants @EnergyJvd Probably not a ref'm on nuclear. There are wide policy differences other than nuclear power.

If someone thinks closing nuclear would be a huge mistake, and that the governance of their country would not be wrecked by a party they otherwise dislike, they might vote on that issue."
5755,"@Richetler @lonelyShewolf66 @Live_Vyril @WarClandestine @RobertKennedyJr That could be interesting in some ways. Even putting RFK Jr in the cabinet could be interesting. Heâs anti nuclear power, anti hydroelectric power. Not sure how that would mesh with Trump all of the above energy policy. Maybe not VP or EPA. Obama supposedly considered him at EPA."
5756,@gherkinator666 @TheGrayzoneNews @cosgrove_iv It's a forgone conclusion that Putin is bad. But I don't get to vote or voice my concerns to Putin. All we can attempt to change is American policy. Kinda dangerous to support deepening a conflict with the biggest nuclear power
5757,"@DelbertGSeasons @mehdirhasan The guy who presided over no new wars is the guy who presided over no new wars.

https://t.co/5V0dLiKYwr"
5758,"@LeftieStats deciding to vote for a third party like Green as a protest against Labour leadership is a perfectly legitimate  and understandable point of view. Personally I wouldnât and disagree with Green on policy (e.g. nuclear power), but to call Tories and Labour the same is just stupid."
5759,"@mattyglesias @JTLonsdale But in general, isn't this twitter vibes vs. policy? Several Dem states are shutting down nuclear power. There were two nuclear permitting reform acts under Trump, and two of Biden's NRC picks, Hanson and Crowell, are less pro-nuclear than Trump's picks. https://t.co/VnFelhhgJQ"
5760,"@crwiley1962 It's a good move. Unfortunately with their native birth dearth and immigration policy, they risk having no one capable of running nuclear power in a relatively short time."
5761,"@larryelder The Swedish government is currently conducting a survey and report analysis on this decision to assess whether a nuclear power plant is needed. Whatever the decision, this change already shows that Sweden is reconsidering its green energy policy."
5762,@GilGamish3 @newrepublic @anneapplebaum It is a legitimate point.  That doesn't excuse Putin's invasion and I know for a fact that Greenwald doesn't excuse Putin's invasion.  I've heard him condemn it many times.  An inability to recognize that a nuclear power has interests makes for inept policy making.
5763,"âIt will be a policy of my government to reverse the planned decommissioning and extend the life of our nuclear power plants,â [People's Party] leader Alberto NÃºÃ±ez FeijÃ³o said https://t.co/9Q0VCeQfiC"
5764,"Here is what PP leader Alberto Nunez Feijoo said:
""It will be a policy of my government to reverse the planned decommissioning and extend the life of our nuclear power plants."""
5765,"@Nucleareurope A more optimistic reading is that there is a tide flowing in favour of continued use of nuclear power, which has some time left (before plant closures) to become a common policy. Regardless of the election.

When nuclear power is a major policy difference, its outlook is poor."
5766,"Spain goes pro nuclear:

âIt will be a policy of my government to reverse the planned decommissioning and extend the life of our nuclear power plants,â PP leader Alberto NÃºÃ±ez https://t.co/K3lgQrWrGC"
5767,"Spainâs election frontrunners plan U-turn in #nuclear power phase-out.

""It will be a policy of my government to reverse the planned decommissioning and extend the life of our nuclear power plants.â

https://t.co/oO6vGN0o6P"
5768,".@EDWARDLUCAS here accepts the very point I have repeatedly 
made to him in debate.The westâs aggressive policy towards Russia risks creating chaos in a nuclear power : âPutin's fall could lead to rogue nuclear stateâ https://t.co/1F1uhWO7jF via @MailOnline"
5769,"@noclador What saying is true, however, no nuclear power would like a nuclear base to fall in the hands of rebels - this was a massive fear of US in the 90s. And this fear has impacted real policy positions at the highest levels for decades. It is a low likelihood high consequence risk."
5770,"@Brodiesmom68 We're a lot worse off under Biden than Trump, Economy, Energy, Foreign policy, Education, Afghanistan humiliation, war with a nuclear power, America can't afford 4 more years of Mean Old Joe."
5771,"I actually really enjoyed this, the long discussion on nuclear power was fascinating. The underlying problem with indian policy is truly the civil service. https://t.co/eCbLPOPw0E"
5772,"@top1percentile @SDPhq Indeed, he fucked higher education with the 50% target for people going to university and also fuxked energy policy through the rejection of nuclear power."
5773,A sane energy policy includes #nuclear power. https://t.co/peXX7GrNa9
5774,"@EnergyJvd The colossal, lollapalooza, of the German RE fiasco has now become visible to all but the most ideological to see. The â100% Renewablesâ fantasy excluding nuclear is in its death throes. Replacing it is the rational â100% fossil freeâ policy which includes nuclear power."
5775,"ð¬ð§|#Sweden and other #EU countries are leaving the wrong track of the #GreenDeal, which is leading to an energy policy disaster.  #Stockholm goes back to #nuclear power and no longer completely relies on renewable #energy. #ID #EnergyTurnaround https://t.co/N375bwO5hS"
5776,"@scrowder I love Steve Crowder. But Ukraine was the 3rd largest nuclear power, when Clinton disarmed them with promises the US would protect their territorial integrity in 1993.  Ukraine is a victim of democrat party foreign policy. The US response in 2014 was to send them MRE &amp; uniforms."
5777,"did my millennial duty and got ""full-fledged rager"" into a story about advanced nuclear reactors and Biden's industrial policy
https://t.co/SveqqLpm5H"
5778,"#Spain ""It will be a policy of my government to reverse the planned decommissioning and extend the life of our nuclear power plants,"" PP leader Alberto Nunez Feijoo said on Monday in Barcelona."" https://t.co/BtLmXGkAQh"
5779,"Hey friends, ready to learn how to ride the wave of corporate diversity? Check out this post for a crash course on how to harness its benefits. Plus, Spain's election frontrunners are doing a little switcheroo on nuclear power. Read all about it here: https://t.co/RI0SkAEwwI"
5780,"Mitterand says, in tears: Inflation grips the nation; the unions fight with me; pension policy disturbs public order; &amp; environmentalists tell me I can't project French nuclear power in the Pacific. I doubt I will live to see it righted.
God says: All will be well in 20 years

/3"
5781,@Wera_Hobhouse LibDem party policy at conference voted on in autumn 2013 was to support new nuclear power stations
5782,"@DaveIrving99 @nuclearIdini @ClimateHuman No, it is NOT subsidised. In fact IT SUBSIDISES ""independent"" electricity companies set up following EU policy

Nuclear weapons have no relationship with nuclear power, the former would exist without the latter anyway. Different reactors, different labs. You don't get it, sorry4U"
5783,"@hoyer_kat @spectator During the last 15 years Germany had been subject of a very lefty policy from euro bailouts, nuclear power out to massive immigration. That right wing populism in Germany is still weaker than in most European countries is product of isolation from mainstream media and parties."
5784,"@apmassaro3 Here is the policy that I observe:
- It's fine. Only Ukraine will suffer from the radiation. Capturing and mining foreign Zaporizya Nuclear Power Plant is not a reason to introduce sanctions against the russian Nuclear industry."
5785,"@adam_tooze No wonder, with the largest and most powerful EU member state, being fervently against nuclear power and German society being hijacked by ideological Greens. Or in short, the devastating impact of @Die_Gruenen plus their fellow travellers in other countries, on wider EU policy."
5786,"French-German energy policy rift puts EUâs climate lead at risk, finds @DFB_EW expert Sven RÃ¶sner in first section of CLEW dossier

Spat over #nuclear power overshadows much-needed cooperation in many other climate and energy areas
https://t.co/z19Ky4Wyn5 https://t.co/FpleMI66i7"
5787,"@EURACTIV : On June 20, the #Swedish Parliament adopted a new energy goal announcing a new policy: from 100% Renewables to the pragmatic 100% fossil-free, giving the go-ahead to build 2 new nuclear power plants.

https://t.co/s396vcoqy6

#Netzero #renewables #nuclear #electricity"
5788,"@LgclLibertarian @VivekGRamaswamy It's a solved problem, gen 3/4 nuclear power. 
Leftists block it and make it expensive thru regulations bc solving the problem won't increase their power"
5789,@mfa_russia @RussiaUN @mission_russian @mission_rf @RF_OSCE @RusMission_EU @iaeaorg A reminder that putting mines in a nuclear power plant is dangerous even in a country that has and enforces safety regulations more than once a decade. For Russians its just insane. https://t.co/azpPK9ysFm
5790,"@FissionPhil Hi, so I was listening to him on JRE and kinda believed in general. In terms of nuclear power, where do you think he's wrong?

He seems to argue that if the insurance industry is ready, and there are cost-effective fast solutions that follow the regulations today he'd support it."
5791,"Command at the Naval Academy Preparatory School (NAPS â Captain James Bahr and staff) have violated the constitutional right (as well as numerous Navy regulations) of an enlisted sailor, Grant Hrdlicka, a distinguished graduate of the Navy Nuclear Power Training Command https://t.co/tCHagRQG0J"
5792,@JoeBiden @KamalaHarris Then have the NRC build their regulations from the ground up to safely facilitate expansion of nuclear power instead of hindering new construction.
5793,@Pro_Nuke @jsfreed The EPA is responsible for the bogus linear no-threshold radiation (LNT) regulations. It's these regulations that the NRC has weaponized to kill domestic nuclear power in America.
5794,@HarrisSamaras @dlacalle_IA @GuntherSchnabl @CeeMacBee @pboockvar @wimgrommen @Halsrethink @DanielKral1 @RonStoeferle @trias_politica @MortimerleePaul @mnicoletos The Diabolical Insanity of Crushing Regulations against Energy production by the EU with the encouragement of @fbirol has instigated Russian Dependency. The decision to not open up the spigot from The United States along with Angela Merkelâs Closing of Nuclear Power plants asâ¦ https://t.co/FcRrKWxft7
5795,"@itsJeffTiedrich The power grid failed because of deceitful, inefficient green laws and regulations. Democrats need to start supporting oil, gas, coal, and nuclear power and stop solar, batteries and windmills, which don't work as well."
5796,"@RobertKennedyJr can you clarify your stance on nuclear power? As I see it nuke is the only existing tech we have that has capacity to provide consistent energy output w/essentially zero emissions. If elected, would u change regulations to allow it to be more economically viable?"
5797,"@mdowstfl No, I would say nuclear power is more complicated than space ships. You don't need the same safety handling and regulations for developing and testing rocket parts as nuclear stuff. You could build toy rockets in your yard. Nobody is building toy reactors in they yard."
5798,@TheLord91 @Rez_LDN @jeremycorbyn I also agree with building more nuclear power stations. It is a great source of power with relatively little waste and it's a safer form of power than even coal plants due to the amount of safety regulations that have to be met.
5799,"@Maks_NAFO_FELLA Bah, we had this for a year now since the degenerates occupied the nuclear power plant. Nothing new, just a reminder because people forget basic health and safety regulations."
5800,@Maks_NAFO_FELLA Do they have standards and regulations for where it is appropriate to place and detonate explosives in a nuclear power plant? I would like to see that slideshow/brochure.
5801,"@AndrewGrainger_ @CFigueres Yes, capitalism is the only way.

Socialist regulations are having a huge impact in Climate change.
The best examples are regulations on Nuclear power by the US and European governments.

Asian countries in the other hand are building reactors in 4 years. (US/EU â 20-25 years)"
5802,@SariArhoHavren Sweden is switching to Nuclear https://t.co/XIqeWuFYeS
5803,This is the way! https://t.co/WQmtocuLCN
5804,"Itâs time to stop villainizing effective energy strategies. The radical leftâs green energy agenda isnât going to help our nation keep up with China or produce the amount of energy Americans need. Time to stop shooting ourselves in the foot.

https://t.co/VhPB87ONVo"
5805,"Swedish parliament passes new energy target, easing way for new nuclear power | Reuters https://t.co/jX84BxL3JL"
5806,"""Swedenâs parliament gave the government the green light for plans to  build new nuclear plants in a country that voted 40y ago to phase  out atomic power.""

Treating atmospheric CO2 like an emergency? Ãverraskande och vÃ¤lkommen!

https://t.co/i9R3MlUq6o"
5807,"@JayBWritesStuff @drivingdotca Me: ""They're going nuclear because they want serious backup--not heat pumps--to survive in a cold environment to offset their abandonment of O&amp;G energy"".
You: ""I have no credible link to back up anything I say"".
Me: ""Here's a link"". https://t.co/244FpHk7cv"
5808,"""Hope is the dream of a waking man."" - Aristotle

Swedish parliament passes new energy target, easing way for new nuclear power 

https://t.co/yb9yF9pON4"
5809,"@Concern06402788 @SkyNewsAust Swedish parliament passes new energy target, easing way for new nuclear power https://t.co/HhNzQhfs93"
5810,Itâs official ! https://t.co/MInT6hRuVy
5811,"Thereâs a surge of common sense in Sweden thatâs horribly lacking in Australia.
Congrats to Sweden for voting in favour of nuclear energy and scrapping a 100% renewable goal.

Time you did the same â¦@Bowenchrisâ© â¦@AlboMPâ© 
â¦#auspol  https://t.co/JbAtKBV0Yv"
5812,"@WeHearPodcast Bernie and the Dems loves the Swedish model, they add nuclear and reduce renewables
https://t.co/MvWmbaFnKW"
5813,"@TunnelForce9 @ThomasBeyer Sorry, how is you being ""European"" supposed to refute the fact that Sweden has dumped the Net Zero fantasy in favor of gradually phasing out fossil fuels and relying more on nuclear power?

https://t.co/0c8Y7FxMwf"
5814,"So Sweden is ditching the green ""unstable"" energy. Hmm. 
https://t.co/6E702AIJqb"
5815,"Swedish parliament passes new energy target, easing way for new nuclear power https://t.co/RbvxT1F2yq"
5816,"@davy_western @toryboypierce I agree. All they've done is change their energy target from ""100% renewable"" to ""100% fossil free"": https://t.co/bsZV1Nd0CZ

""Around 98% of electricity in Sweden is already generated from water, nuclear and wind.""

I would love it if we followed suit."
5817,"#Sweden #NuclearEnergy #renewables #Thorium

That which was previously sustainable is becoming unsustainable.

https://t.co/Hhr9psrlFh"
5818,"Hey friends, ready to learn how to ride the wave of corporate diversity? Check out this post for a crash course on how to harness its benefits. Plus, Spain's election frontrunners are doing a little switcheroo on nuclear power. Read all about it here: https://t.co/RI0SkAEwwI"
5819,"Sweden and nuclear power 
https://t.co/2gxZJmCTyV"
5820,"Chris Bowen says nuclear is too expensive.

Sweden: https://t.co/69hCrcafd8"
5821,"This is really quite interesting, not sure it has been broadly covered in the media.

https://t.co/eP7KAIuaaO"
5822,"Sweden sees sense in drive for nuclear over renewables but it's also going 100% 'fossil-free'.
https://t.co/83KQODnd8r"
5823,"@McMarghem Suivons la SuÃ¨de. ""Swedish parliament passes new energy target, easing way for new nuclear power.https://t.co/xyjPV3lA8i"""
5824,"@JimFergusonUK @Mathewrees9 You lied Jim.

Quote : âChanging the target to ""100% fossil-free"" electricity, from ""100% renewable"" is key to the government's plan to meet an expected doubling of electricity demand to around 300 TwH by 2040 and reach net zero emissions by 2045â

https://t.co/ixfbXIFFlJ"
5825,"Swedish parliament passes new energy target, easing way for new nuclear power https://t.co/7dnus1aMlv"
5826,"@ianbail0040 @JimFergusonUK The truth:

https://t.co/ixfbXIFFlJ"
5827,"@michzoa @JimFergusonUK The truth:

https://t.co/ixfbXIFFlJ"
5828,"@NeilWhi04321418 @JimFergusonUK The truth:

https://t.co/ixfbXIFFlJ"
5829,"@JSlav10 @JimFergusonUK The truth:

https://t.co/ixfbXIFFlJ"
5830,"@FannyFreelove @JimFergusonUK The truth:

https://t.co/ixfbXIFFlJ"
5831,"@JenniferAliceC1 @JimFergusonUK The truth:

https://t.co/ixfbXIFFlJ"
5832,"@Chimera82160231 @JimFergusonUK The truth:

https://t.co/ixfbXIFFlJ"
5833,"@gaberpebtin41 @JimFergusonUK @KayLynne63 The truth:

https://t.co/ixfbXIFFlJ"
5834,"@suorangelicaa @JimFergusonUK The truth:

https://t.co/ixfbXIFFlJ"
5835,"@gaberpebtin41 @JimFergusonUK @KayLynne63 The truth:

https://t.co/ixfbXIFFlJ"
5836,@nokernoknu @JimFergusonUK The truth https://t.co/ixfbXIFFlJ
5837,"@lovethepump2 @JimFergusonUK The truth:

https://t.co/ixfbXIFFlJ"
5838,"@Irene73524716 @JimFergusonUK @pcgonenuts The truth:

https://t.co/ixfbXIFFlJ"
5839,"@Peterpa18592329 @JimFergusonUK The truth:

https://t.co/ixfbXIFFlJ"
5840,"@chartwellr @JimFergusonUK The truth:

https://t.co/ixfbXIFFlJ"
5841,"@sarosyscott @JimFergusonUK The truth:

https://t.co/ixfbXIFFlJ"
5842,"@hungerford071 @JimFergusonUK The truth:

https://t.co/ixfbXIFFlJ"
5843,"@anthmusic @JimFergusonUK @169Nomis The truth:

https://t.co/ixfbXIFFlJ"
5844,"@BookaboutByrds @JimFergusonUK The truth:

https://t.co/ixfbXIFFlJ"
5845,"@rasored @JimFergusonUK The truth:

https://t.co/ixfbXIFFlJ"
5846,"@GavinFreedomLo1 @JimFergusonUK The truth:

https://t.co/ixfbXIFFlJ"
5847,@MarcKapke @JimFergusonUK The truth: https://t.co/ixfbXIFFlJ
5848,"@vonhalls84 @JimFergusonUK The truth:

https://t.co/ixfbXIFFlJ"
5849,"@ozzyosbourne56 @JimFergusonUK The truth:

https://t.co/ixfbXIFFlJ"
5850,"@BarryWinn55 @JimFergusonUK The truth:

https://t.co/ixfbXIFFlJ"
5851,"@SuffolkRoyal @JimFergusonUK The truth:

https://t.co/ixfbXIFFlJ"
5852,"Implicit in the dream of ending fossil fuels is the collapse of the Middle Eastern petrostates. 

Implicit in the goal of replacing them with nuclear power is unchecked global horizontal nuclear proliferation. 

So I guess the real GWOT was the friends we made along the way. https://t.co/6MD3SnwTyC"
5853,"@JacksonLaurel @BrianJeanAB Ok so #JustTransition :
Alberta needs to mine Alberta's 20% Enriched Uranium for Nuclear Power Plants and build mines for our abundant Rare Earth Metals.
1) Ottawa must repeal the Non Proliferation Treaty 
2) Ottawa must Repeal/ A Null the ð¨ð³ ð¨ð¦ FIPA Deal
3) Defund G4S"
5854,"@docleslie @BrianJeanAB Ok let's transition Alberta:
1) Mine 20% Enriched Alberta Uranium and build Nuclear Power Plants
2) Build Rare Earth Mineral Mines all over Alberta

Will Ottawa rescind the Proliferation Treaty? End FIPA with China? Defund/A Null G4S?
#ShowUsARealTransition4AB"
5855,"@davidpgoldman Ukraine keeps fighting. West keeps supporting. Japan get it's own nuclear bomb in a week. Any country that is threatened by nuclear power is looking for its own bomb, and any anti-proliferation agreement is thrown out of the window."
5856,"@elonmusk The world is falling apart, the second largest nuclear power is losing government stability, that could render a spike in black market uranium. This could lead to proliferation of dirty bombs for minorities."
5857,"âIâm not against nuclear power, but I just think that waste is an unsolvable problem, any accident is a dealbreaker, leads to lots of weapons proliferation, and takes too long and costs too much to have any value to society and therefore abandoned completely.â"
5858,@Bolverk15 More proliferation will always equal more disaster. Safety measures are always as good as the ones enforcing them and humans are just terrible. Ppl who think we can have widespread use of nuclear power and not see another disaster are delusional
5859,"Replacing fuel rods is expensive, so the cost savings of doing it less often, plus improved safety, proliferation-resistance and greater energy output, from existing reactors, is compelling. The only reason metal fuel is not already widely deployed is the NRC, and ""nuclear powerâ¦ https://t.co/xxjGFlXVsV"
5860,"@thjr19 Helen Mary Caldicott is an Australian physician, author, and anti-nuclear advocate. She founded several associations dedicated to opposing the use of nuclear power, depleted uranium munitions, nuclear weapons, nuclear weapons proliferation, and military action in general.â¦ https://t.co/J4waoP3YU2"
5861,@kaitlynharveysk @JeffWaltersSask It should be the first effort in Saskatchewan's energy transition before building expensive nuclear power generation. Sodium ion batteries for the home may be the technology that provides cost effective storage of electricity. #skpoli
5862,@Picss3o @NetZeroWatch The Oxford study is written by green think-tanks and others dependent on climate action. I have yet to see a credible description of how to decarbonize without nuclear power. The cost of renewables rarely includes backup generation. Grid-scale battery backup is a unicorn IMO.
5863,@grahamcclark1 Should have done more nuclear power until alternatives become cost effective like France. Sounds like a skill issue to me
5864,@LynwoodTalks @dorfman_p Just how underestimated IS the levelized cost of nuclear power and wht? https://t.co/lTD4c4SGWz
5865,"@RNCResearch We need more NUCLEAR POWER PLANTS...

Don't try and talk any shit. They use them on AMERICAN NAVY SHIPS AND SUBS for endless supply of power at low cost.

It is the most perfect source of fuel, cheap, dependable and reliable."
5866,"@caesarXhimars @d_foubert It always depends how much a goverment subsidized some energy. 
Just the cost of building a nuclear plant is a way to spike the cost for nuclear power."
5867,"@JesseJenkins The article never answers the cost and length of time for construction issues for nuclear power, nor the source for nuclear fuel (50% Russia and allied states), nor the domestic impacts of mining and milling, as a start."
5868,"@postcarbonsteve That particular nuclear power plant has a perfect safety record since it started up in 1985!  With extension of operations to 2045 its safe, cost-effective power will serve us well."
5869,Why Does Nuclear Power Plant Construction Cost So Much? (46 minute read) | #TLDR #Tech https://t.co/9gKuT7ZxeB
5870,"@jarnomn @MadiHilly The cost of all RE typically excludes all that necessary to back it up, which is why wind champ Germany has the most expensive electricity in the EU. In Finland abundant and cheap electricity is today mostly produced by nuclear. 
https://t.co/jRd02OK0Df"
5871,@KhandaniM Nuclear costing does not consider the decommissioning of the nuclear power plant after its design life. This is estimated to cost atleast as much as the build cost
5872,"@BlueFlameBlues Either that or nuclear power. Nuclear seems more likely, additional cost notwithstanding."
5873,"Antinuclear activist has decided that technological advances and urgency of climate change are mind-changing facts.

Welcome, @fred02138

But please consider the cost and schedule impacts of antinuclear actions when judging industry performance
 https://t.co/8lITIEFB3i"
5874,"@JayneKirkham4 More green energy? The Â£170 left is set to rise then? I want UK Energy. I really want it. But not at the cost of everything else. Build a nuclear power plant. We build it, we own it. Not the French or a Chinese bank. Us. Wind turbines are not do green. Solar is not so green."
5875,"@petitangstrom @DominiqueLaine @Turnditch_Man @dorfman_p ""Flamanville, which is 10 years behind schedule, with costs fives TIMES in excess of the original budget. Cost overruns are one reason that one in eight new reactor projects that start construction are abandoned.â
https://t.co/Srj345gyBP /2"
5876,"@Dean_Dykema @Sammy_Roth @latimes It's beyond my understanding why someone would be against nuclear power.  It's clean, it's reliable, and if we actually built nuclear plants, the cost to build them would drop significantly."
5877,"This is the story of nuclear power in the USA:
The cost, over $35 billion, is more than double the initial forecast. Due completion in 2017; now more than 6 yrs behind schedule.
https://t.co/w7t99n2HE8"
5878,"@BrendanFWallace Quicklime generates CO2.  Green concrete startups have failed to be cost competitive with the SOP.  

Electro-chemical tech is required to convert the CO2 into valuable byproducts.

But electrochemistry requires â¡ï¸ â¡ï¸ â¡ï¸.  Thusâ¦.Nuclear Power.  

All roads lead back to nuclear."
5879,@InternetH0F If you consider a someone working at a nuclear power plant ânormalâ. Let alone for someone who didnât go to college. Not to mention him being Buffoon who only landed the job because of an unscrupulous nuclear power plant owner looking to cut ALL corners in the name of cost. Sure.
5880,"@InternetH0F Cost of living might be very low, considering having the threat of a nuclear power plant in the area."
5881,"@InternetH0F It was considered normal in lower-cost markets when you worked at a nuclear power plant. But still, a much brighter situation than we have today..."
5882,"@jacksonhinklle Or use it to build electric trains instead domestic flights, nuclear power plants, natural gas power plants, low cost housing...."
5883,"@CKellyUAP Sweden has discovered the cost of going green-scrapping its 100% green energy target. Determined that wind &amp; solar power are too âunstableâ to meet energy requirements.
Instead, the Govt is returning to nuclear power. @RishiSunak @Keir_Starmer"
5884,"@FissionPhil Hi, so I was listening to him on JRE and kinda believed in general. In terms of nuclear power, where do you think he's wrong?

He seems to argue that if the insurance industry is ready, and there are cost-effective fast solutions that follow the regulations today he'd support it."
5885,"@RARohde We could have made serious investments in nuclear power 30 years ago and today power would be low cost and coal/nat gas would be incredibly rare.

Instead, the same people who opposed nuclear power make billions of dollars every year on a tiny green sliver of our power production"
5886,@mattyglesias Nuclear power isn't cost efficient tho.
5887,"@MhehedZherting @StephenJBeynon @au_tom_otive You trying to suggest the government aren't going to meet a huge chunks of those Â£40B's

BTW: Â£40B and rising, nobody really know the eventual cost
https://t.co/3CqRgPuEhI"
5888,"@seeteegee @ErickJ33 @DoctorVive @dwallacewells The only thing stopping nuclear power is their lousy track record of massive delays and cost overruns.

Sunny hypotheticals are one , the track record is abysmal."
5889,âLetâs not forget that an army known for its ability to blow up strategic targets whatever the cost to the population and environment continues to occupy the Zaporizhzhia nuclear power plantâ https://t.co/FSsgpNLrX3
5890,"@AbdulRehman0292 @Faizankhaan91 @bilalgilani We need hydel and nuclear power plants more &amp; more yesterday as one of my friend is closing his dairy farm because of high electricity cost as they don't compete in international market even in devaluated rupee.
@OfficialDGISPR 
@FinMinistryPak 
@PakPMO"
5891,"@Spacedog19 @Unplugnukes Batteries get cheaper almost every week. A lot of homes in Germany already achieve 80-90% self-suffenciency with home batteries+ solar. Having them on the grid would be nice but isnât needed at full scale. Cost-wise, nuclear power will always be the most expensive due to disposal"
5892,"@AlboMP July 1 power prices go up 30 to 35%  ?
how is your energy policies going without cheap nuclear power  $3.8B for 960GW 24/7 at 100% availability for 60 years 
  your a wombat Albo   solar 20Y turbines 25Y batteries lol 15Y ?  in 2083 total cost ? âï¸"
5893,@Rob_Roos Built of even 1 nuclear power plant cost a minimum of 20 years.. we donât have that time anymoreâ¦.
5894,"""Letâs not forget that an army known for its ability to blow up strategic targets whatever the cost to population &amp; environment continues to occupy #ZaporizhzhiaNPP. Damage to the largest nuclear power station in Europe hasnt been the focus of the media"" https://t.co/VgGriTPfak"
5895,"@edwinhayward If I've done my maths right that's Â£20k per house which is probably double current retail price, and perhaps quadruple a bulk negotiated cost?

Also much, much quicker to achieve than a nuclear power station."
5896,"Building a second unit at the existing KrÅ¡ko nuclear power station would be totalling â¬11 billion should ð¸ð® decide to build the most powerful of several possible units under consideration, a 1,600 MW unit, according to a price estimate by PM Robert Golob. https://t.co/qyqIyaqII6"
5897,"@latimeralder Sweden has discovered the cost of going green-scrapping its 100% green energy target. Determined that wind &amp; solar power are too âunstableâ to meet energy requirements.
Instead, the Govt is returning to nuclear power. @RishiSunak @Keir_Starmer"
5898,@edwinhayward The lifespan of solar PV with batteries is around half of that of a nuclear power plant for a start. The Â£20Bn investment provides electricity for 6 million homes. To do the same with PV and batteries would cost at least Â£80Bn. Thatâs why it doesnât work.
5899,"@RyanHanley_Com @lexfridman @RobertKennedyJr I understood RFK Jr is on the nuclear power train, with only withholding thought being on cost of nuclear power.

Due to inefficient bureucracy, atleast Finland ruined its chances of economically built nuclear power, see Olkiluoto 3, longest and most expensive Nuclear plant ever?"
5900,"@Bielsabub @OSalberger @Noahpinion How many nuclear power plant would exist without government subsidies? They are great but the upfront cost are too high.

Energy is part science, part politics: you cannot push a new technology that has good potential without a political push and funding. /1"
5901,@davidkurten The cost of living crisis is the real green levy. If we kept our nuclear  power and used gas sensibly to manage wholesale gas prices then we wouldn't be paying hundreds extra on our mortgages. Please ask why prices rocketed in September 21? You're being gaslighted.
5902,"Sweden Shocks Europe: Abandons âUnstableâ Green Energy Agenda, Returns to Nuclear Power 

https://t.co/E3xyq1yLhZ 

#Keeping_America_Informed"
5903,"Not opposed to renewables per se, but it's clear that nuclear power is superior in every way except cost. https://t.co/c70S8CptaN"
5904,Sweden has announced it has rejected the crazy net zero target. It favours Nuclear power as the clean energy preference. It's decision is based on massive cost and questions the benefit to its people. The end of the green dream. UK next?
5905,"@AnnieLeymarie @AukeHoekstra Contamination? What on earth are you talking about? Of course thereâs an energy cost. But nuclear power plants provide huge quantities of low carbon electricity, day and night. Choose your battles."
5906,There is a very high probability that Putin will blow up the Ukrainian nuclear power station. I pray this will be prevented at any cost. https://t.co/OwAGhM3EZu
5907,"@profstonge Nuclear power is number one , efficient and steady and now low cost . wind or solar could never produce or out preform Nuclear . this Green is B.S. you don't change you improve !"
5908,"@Stoonbrace @AukeHoekstra The water needs to be collected - at a time when water resources in France are dwindling - and I believe filtered. So yes it is mostly recycled but there is an energy cost and there is always some risk of contamination!?
E.g.
https://t.co/JHNIkF2yOl https://t.co/C1loi5repy"
5909,@profstonge Iâm not against nuclear power generation - we will need a few power stations as such. Yet Is it going to be more cost effective than Renewables plus batteries? Especially when prices are falling so fast?
5910,"@KrugAlli Very important we find out. We debate things like the safety of nuclear power endlessly (and itâs important we do so) but clearly this type of research poses such a greater risk. Since it affects all of us, everyone should get a voice, not just virologists."
5911,@douglasritz @NetZeroWatch Well why is this a matter of debate if it's such a no brainer? Want to know how to make a small fortune in nuclear power? Start with a large one.
5912,Switzerland has committed to phase out nuclear power but concerns about energy shortages have prompted fresh debate about the role of nuclear power in the energy mix. https://t.co/4LXf8C05IG
5913,".@EDWARDLUCAS here accepts the very point I have repeatedly 
made to him in debate.The westâs aggressive policy towards Russia risks creating chaos in a nuclear power : âPutin's fall could lead to rogue nuclear stateâ https://t.co/1F1uhWO7jF via @MailOnline"
5914,"ð C3 EXCLUSIVE: ""In the past years, there has been debate over potentially shuttering Ohioâs two nuclear plants. Now, these plants are not only still online, but will be joined by new nuclear power plants."" -- @kovanderhart 
https://t.co/IWpkUf8L5G"
5915,"@MadiHilly Thereâs nothing absurd about your picture, itâs poetic if anything. The absurdity is the lack of knowledge most ppl have about nuclear energy. I think you and @RobertKennedyJr another figure ppl claim to be absurd should debate the issue of nuclear power."
5916,@JaredRyanSears @laurenboebert You are focused on disinformation! Great debate the facts and stop spreading disinformation. As a Navy Veteran you must be familiar with Naval Nuclear Power Training Command?Bobulinski was ranked the #1 DIO when he left that command. Have you studied all of the facts he provided?
5917,@grazinggoat66 @CaroDiRusso @PeterDutton_MP @LiberalsWA Bring on the nuclear power debate
